idRegister,idUser,responseTime
1696,3068,324
1969,3555,299
2067,3669,268
1322,3671,264
2503,3792,417
1271,3137,342
2240,3364,263
2616,3373,263
1312,3069,296
2887,3270,306
2338,3540,257
1369,3834,261
1910,3022,269
2912,3919,264
2345,3765,278
1638,3318,268
1557,3694,277
1434,3070,264
2384,3214,273
2524,3949,260
2385,3627,279
1464,3953,301
1771,3553,261
1094,3778,260
1554,3637,259
1399,3446,265
2472,3637,279
1864,3547,266
2436,3797,264
2844,3853,268
1193,3271,265
1734,3737,258
1713,3707,265
1297,3053,262
1065,3268,266
2291,3954,274
2709,3588,262
2022,3881,264
2834,3037,261
1073,3319,260
2513,3267,272
1235,3317,262
2446,3091,266
2810,3315,303
2064,3554,264
1608,3105,313
2711,3514,401
2564,3351,264
1911,3847,261
1171,3146,261
