idRegister,idUser,responseTime
2183,3005,277
2543,3289,262
2608,3559,260
1222,3712,263
2290,3438,337
2924,3430,268
2572,3258,261
2669,3011,270
1224,3375,288
2786,3346,261
2412,3520,294
2512,3850,262
2894,3614,285
1192,3350,359
1587,3345,278
1999,3277,259
1337,3415,294
2635,3016,261
1658,3559,258
1544,3564,266
2338,3972,281
1106,3202,277
1927,3051,312
1177,3244,268
2320,3309,257
1440,3524,258
2244,3912,263
2497,3437,285
2744,3017,265
2116,3260,261
2955,3531,323
1926,3150,262
1732,3255,270
1774,3646,262
2721,3800,261
1638,3321,301
1276,3065,269
1662,3889,262
1803,3330,266
1749,3610,266
1926,3619,264
2118,3059,271
1192,3253,258
2087,3139,271
2667,3673,257
1419,3002,275
2754,3139,263
2943,3210,264
2556,3333,263
2503,3295,276
