idRegister,idUser,responseTime
2329,3482,352
2644,3814,317
1047,3433,264
2962,3254,260
2266,3364,267
1994,3763,258
2988,3111,311
1847,3387,262
2652,3956,262
1264,3701,280
2005,3828,268
1622,3581,320
2855,3882,354
2874,3582,264
2804,3160,262
2100,3413,261
2492,3841,268
1811,3363,264
1719,3853,270
2801,3335,271
1062,3534,297
2926,3161,260
1074,3918,303
1493,3013,262
2355,3865,260
2409,3415,260
2244,3543,264
2012,3747,260
1056,3538,259
1907,3675,272
1414,3005,259
2457,3887,259
2701,3177,257
2408,3835,270
2689,3188,267
2118,3923,267
1926,3929,260
1097,3279,259
2432,3968,260
2806,3410,330
1921,3958,265
2969,3514,263
2748,3683,260
2544,3471,258
2047,3339,322
1609,3768,262
1658,3596,261
1004,3773,261
2698,3505,329
2967,3337,267
