idRegister,idUser,responseTime
1989,3112,260
2528,3709,262
2395,3902,265
2220,3106,257
1251,3577,263
1714,3769,263
2088,3057,261
1244,3451,259
2351,3747,278
1353,3278,257
1915,3127,292
2605,3901,261
2188,3686,265
2338,3127,257
1746,3089,266
1074,3194,272
1113,3511,280
1005,3440,265
1365,3998,268
2789,3166,259
1149,3268,274
2240,3426,264
2004,3991,263
2699,3073,268
2739,3363,263
2145,3929,261
2466,3244,269
1473,3381,264
1980,3527,266
2653,3625,272
2800,3823,263
1556,3385,267
1828,3325,261
1532,3013,262
2844,3422,261
2366,3590,260
1446,3437,332
1989,3937,266
2733,3408,265
1581,3063,255
1080,3437,262
1973,3881,259
2567,3246,267
1652,3869,263
2159,3180,259
1962,3421,262
2869,3622,271
2808,3713,275
1314,3388,260
2047,3515,263
