idRegister,idUser,responseTime
1183,3394,278
1863,3733,272
1114,3287,259
2002,3405,266
2532,3750,423
1773,3677,267
2393,3366,272
1823,3575,296
2838,3947,262
1702,3566,260
1032,3561,264
2870,3472,259
1905,3162,266
1083,3012,259
2242,3249,296
1787,3206,258
1813,3048,262
1108,3624,328
1025,3423,268
2768,3723,263
2611,3477,261
2521,3170,271
1082,3650,259
1857,3378,270
2410,3870,255
1009,3343,262
1571,3087,261
1411,3498,261
1282,3993,265
1991,3452,262
1514,3808,402
2759,3184,272
1510,3804,257
1433,3342,259
2373,3659,261
1056,3055,260
2575,3268,267
2908,3760,270
2957,3742,263
2679,3562,263
2323,3598,261
2760,3470,268
2198,3598,266
1394,3817,264
1480,3547,309
1633,3682,255
2540,3481,269
1823,3886,267
1922,3648,278
2633,3728,267
