idRegister,idUser,responseTime
2948,3269,266
2794,3330,262
1564,3695,263
2609,3319,270
1323,3512,260
2977,3989,266
1689,3023,258
2656,3580,262
1494,3606,265
1309,3167,263
2734,3583,262
2778,3486,263
2182,3997,261
1781,3410,262
1277,3158,329
1229,3109,258
2526,3991,262
1724,3106,267
1869,3410,264
2692,3076,260
1476,3489,262
2663,3798,269
1511,3419,263
1417,3037,262
1750,3030,446
1249,3580,421
2681,3618,261
2797,3391,262
1188,3059,303
1232,3503,335
1392,3462,268
1948,3530,269
1822,3407,262
1150,3038,260
2723,3416,259
2209,3324,260
2327,3354,275
1689,3831,266
1767,3945,260
1833,3842,260
1110,3679,295
2675,3981,263
1929,3202,261
1456,3404,260
1883,3946,259
2759,3940,261
1726,3392,260
1433,3429,259
2936,3226,256
2124,3944,260
