idRegister,idUser,responseTime
2256,3066,266
2472,3257,260
2263,3329,264
2330,3256,264
2566,3569,296
2324,3753,270
2307,3143,259
2597,3703,269
1118,3721,267
2974,3587,263
2100,3315,258
1902,3944,259
1880,3059,258
2836,3310,331
2325,3378,291
1846,3912,260
1915,3648,257
2456,3593,262
2206,3121,259
2492,3617,264
1442,3217,269
2361,3194,258
1129,3327,260
2960,3831,285
2973,3985,265
1095,3902,261
2714,3393,260
2404,3608,260
1699,3606,262
2676,3983,271
2713,3914,258
2076,3664,260
1610,3619,272
2806,3028,265
2472,3217,263
1017,3220,263
1880,3547,298
2623,3290,316
2816,3165,316
2973,3098,260
2094,3085,262
2445,3064,262
1358,3477,267
2073,3493,259
2384,3365,356
1156,3834,269
2838,3016,261
1605,3954,265
2699,3652,260
2836,3384,259
