idRegister,idUser,responseTime
2904,3498,264
1065,3221,257
1495,3530,268
1534,3566,263
1079,3173,265
2057,3009,301
2609,3058,269
1404,3997,260
2166,3778,269
2843,3992,313
1760,3264,265
1561,3558,265
2305,3229,270
2760,3733,270
1105,3335,272
1608,3175,262
2839,3150,264
1061,3197,262
1689,3654,258
1403,3187,275
2076,3831,259
2112,3013,267
2633,3838,260
1472,3096,259
2110,3790,310
1778,3419,303
2391,3701,268
1080,3703,262
1406,3502,264
2362,3865,324
2631,3837,262
1175,3120,263
1566,3339,265
1743,3739,265
1889,3271,258
1769,3399,263
1867,3614,271
1650,3392,274
1338,3260,274
2646,3423,258
2310,3844,267
1709,3117,258
1973,3835,257
1668,3445,257
2867,3921,289
2941,3310,325
1353,3096,324
1491,3631,274
1104,3198,286
1856,3984,272
