idRegister,idUser,responseTime
1834,3946,270
2865,3623,264
1285,3589,261
2954,3628,265
2378,3226,262
2334,3855,269
2587,3764,262
2538,3237,272
2612,3743,262
2476,3701,286
2586,3764,332
2262,3504,264
1405,3820,268
1424,3326,265
1838,3295,259
1556,3398,267
2111,3039,258
2839,3523,277
1944,3784,271
1901,3307,265
2041,3865,263
1807,3358,284
2826,3939,263
2859,3676,333
1056,3554,266
1945,3407,266
2728,3739,262
2571,3828,334
2482,3698,276
2492,3433,261
1991,3666,257
2867,3167,260
2047,3476,260
2511,3933,266
1305,3841,259
2365,3691,309
2929,3208,301
2402,3171,275
2891,3428,266
2938,3069,268
2501,3272,262
2166,3104,265
1939,3898,264
2643,3043,264
1671,3086,265
1319,3559,263
1821,3173,263
2713,3798,267
2906,3088,263
2671,3604,258
