idRegister,idUser,responseTime
1612,3131,271
2193,3444,276
1127,3406,330
1443,3831,263
1895,3793,263
2126,3553,267
1165,3174,261
1499,3958,262
1603,3932,264
2870,3682,258
1863,3766,260
2884,3579,262
2280,3294,265
1151,3419,269
2078,3107,257
1669,3174,288
2312,3473,260
2342,3058,265
2657,3480,263
2780,3066,263
1078,3737,323
2673,3250,268
1903,3195,266
1155,3486,268
2348,3774,268
2410,3212,323
1375,3960,264
2864,3106,274
2420,3373,264
1793,3815,271
1855,3916,265
1363,3250,261
1511,3636,261
1585,3392,332
1026,3453,261
2172,3539,284
1124,3490,265
1872,3301,268
1931,3445,264
2618,3269,256
2912,3323,283
2666,3235,265
2731,3734,267
1830,3872,263
1149,3409,258
2522,3306,296
2037,3664,257
1100,3746,263
1893,3116,258
2786,3929,267
