idRegister,idUser,responseTime
1339,3743,301
1160,3596,271
1209,3510,262
1211,3446,312
1767,3684,300
1962,3332,258
1988,3088,260
2557,3781,262
1563,3788,273
1724,3485,406
2208,3518,260
1744,3448,264
2033,3347,262
2149,3417,264
2373,3044,263
2718,3560,273
2003,3452,274
2590,3299,260
1668,3409,285
2736,3243,258
2961,3810,261
2093,3527,260
1469,3224,263
1465,3896,259
1822,3491,268
2956,3823,342
2027,3111,264
1461,3358,291
1230,3072,260
1429,3574,260
1930,3596,263
2110,3142,261
2263,3987,277
2877,3419,260
2556,3969,264
2435,3521,321
1152,3706,259
2347,3662,267
1222,3480,258
2220,3990,267
2252,3241,260
2232,3440,270
2470,3467,284
2926,3010,275
2608,3827,266
2674,3333,273
2296,3393,260
2134,3509,259
2944,3247,269
1871,3680,264
