idRegister,idUser,responseTime
2562,3974,278
1581,3162,259
2894,3027,258
1657,3799,270
1904,3595,258
1925,3105,257
1714,3578,261
1568,3673,256
2006,3641,259
1147,3187,320
2322,3800,261
1190,3644,262
2477,3603,269
2527,3548,260
2419,3340,262
2196,3849,257
1435,3244,290
2941,3008,267
1272,3488,261
2609,3716,261
2693,3228,261
2484,3025,262
2431,3795,261
1208,3540,342
2620,3496,262
2236,3467,260
2298,3249,269
2599,3486,260
1777,3835,261
1853,3852,258
1171,3891,282
1268,3812,262
1422,3342,263
1728,3573,265
1429,3542,260
1429,3600,258
1036,3168,263
2952,3165,257
1016,3371,272
2418,3487,261
1065,3977,312
2280,3088,266
2220,3935,263
2079,3345,257
2274,3148,287
1083,3840,265
2337,3954,260
1397,3363,269
2416,3584,256
2646,3450,264
