idRegister,idUser,responseTime
1048,3666,270
1759,3687,265
1389,3154,261
2141,3971,259
1852,3936,274
1921,3765,306
2626,3127,261
1651,3288,261
2436,3305,262
1239,3725,306
1748,3750,260
1461,3991,316
1063,3512,262
2073,3397,267
2692,3957,260
2258,3087,266
2631,3155,261
2459,3231,267
1718,3440,264
2463,3561,262
2414,3216,266
1557,3468,263
1640,3527,264
1946,3899,257
2915,3137,269
2635,3381,304
1901,3659,291
2774,3174,260
2219,3624,274
1122,3686,258
1161,3895,262
1421,3451,308
2917,3534,262
2628,3922,261
2580,3956,263
2536,3148,263
2055,3386,272
2242,3723,257
2142,3149,331
2269,3265,257
1524,3377,264
2561,3047,259
2190,3202,261
2948,3644,262
1269,3835,265
2427,3438,261
1645,3735,258
2899,3727,262
2687,3793,257
2445,3800,259
