idRegister,idUser,responseTime
1516,3416,262
1409,3065,262
1267,3277,263
1407,3046,277
1575,3208,286
2039,3139,300
1747,3473,353
1674,3491,292
1964,3074,261
2946,3764,257
2178,3389,261
2827,3419,263
2168,3532,264
2139,3675,268
2235,3760,262
2477,3414,272
2700,3952,258
2981,3611,270
2965,3389,264
1390,3025,262
2406,3077,262
2739,3778,274
1426,3559,260
1282,3597,261
1269,3157,258
1583,3227,273
2459,3001,270
1604,3147,272
2356,3946,268
2924,3696,260
2816,3693,260
2055,3717,260
1480,3006,260
1500,3237,257
1975,3773,255
2422,3496,260
2041,3608,263
2768,3081,259
1254,3880,261
1309,3451,259
2336,3333,293
1526,3153,269
2260,3324,262
2310,3416,260
2498,3136,260
1936,3794,265
2078,3838,408
1954,3032,279
2243,3018,256
1055,3977,317
