idRegister,idUser,responseTime
2404,3759,269
2609,3514,315
1148,3108,314
1301,3148,386
2805,3381,440
1270,3796,281
1058,3100,260
1130,3705,272
2883,3167,276
1868,3601,349
2866,3995,271
2316,3364,267
2090,3033,259
1921,3781,258
2795,3039,263
1396,3176,260
1382,3662,277
2702,3913,258
1898,3741,263
2890,3768,259
2478,3701,263
2728,3238,284
2584,3117,258
2264,3641,284
2217,3989,276
2930,3962,267
2993,3385,261
2508,3062,261
2953,3034,268
2490,3562,261
1812,3171,260
2513,3047,282
2329,3380,259
2328,3245,343
2170,3685,303
1808,3834,259
2375,3532,259
1538,3628,261
1891,3983,260
1651,3776,266
2930,3914,257
1550,3780,281
1362,3898,262
2819,3046,259
2268,3908,258
1211,3158,275
2726,3980,262
2774,3045,261
1514,3706,263
2268,3523,269
