idRegister,idUser,responseTime
1033,3283,308
2799,3479,294
1914,3592,275
1875,3919,340
2795,3060,339
2520,3232,262
1638,3079,263
1621,3564,259
2411,3102,272
1607,3966,263
1520,3067,261
2175,3734,270
1817,3624,262
2121,3198,263
2498,3630,266
1529,3912,263
2775,3676,260
1297,3244,258
1071,3275,341
2310,3691,357
2566,3105,258
1733,3299,397
2148,3066,259
2761,3120,267
2221,3900,270
2521,3064,263
2277,3957,290
1634,3239,263
1019,3307,262
1055,3946,286
2332,3186,290
2077,3980,256
1470,3080,272
1243,3896,267
2682,3888,334
1203,3059,266
1552,3201,272
1496,3626,258
2024,3659,326
1894,3184,276
2725,3953,274
2280,3564,263
2920,3526,310
1679,3383,360
1981,3309,259
2858,3739,293
1309,3198,258
2987,3756,509
2558,3014,280
1772,3181,258
