idRegister,idUser,responseTime
1315,3371,407
2336,3223,328
1988,3789,417
1428,3173,409
2328,3924,414
1387,3209,404
2599,3961,400
1878,3662,409
1597,3505,274
1998,3709,412
2884,3632,492
1933,3195,453
2970,3356,403
1155,3214,413
2380,3674,405
1419,3069,411
1567,3783,455
2357,3184,415
1030,3290,413
2810,3076,437
2562,3429,345
1658,3606,409
2335,3804,434
2386,3274,484
2587,3179,402
1890,3535,407
1499,3084,339
2354,3423,600
2450,3061,415
2884,3487,412
2583,3447,411
1802,3045,528
2609,3939,440
2342,3691,272
1567,3951,274
2282,3271,262
2300,3866,258
1394,3309,258
2246,3381,269
1215,3434,270
1342,3176,259
2597,3150,264
1011,3235,271
2855,3729,273
2536,3133,270
1546,3135,280
2229,3740,265
2197,3415,399
2138,3082,270
1995,3203,261
