idRegister,idUser,responseTime
1140,3320,274
2056,3216,264
2562,3304,289
1795,3370,268
1837,3808,275
1705,3811,271
1600,3840,263
2658,3954,257
1433,3415,264
2630,3932,337
1878,3135,262
2817,3458,314
1617,3500,259
2261,3301,266
1199,3744,259
1562,3372,271
2160,3025,271
2978,3394,278
1722,3037,273
1234,3362,291
1942,3380,284
1181,3290,257
1151,3107,303
1853,3784,261
2197,3202,268
1194,3539,258
2019,3420,265
2890,3026,264
2660,3141,261
2414,3064,270
1117,3321,258
2247,3953,257
2005,3506,261
2885,3589,258
1221,3633,259
2469,3908,334
2602,3466,346
2379,3625,267
1476,3920,287
2558,3708,263
2772,3794,267
2891,3833,265
2064,3385,261
1806,3071,263
2714,3937,266
1342,3602,262
1764,3378,261
2202,3856,315
2668,3982,305
1055,3048,270
