idRegister,idUser,responseTime
1416,5910,385
2815,3820,257
1549,5169,305
2272,3925,283
2273,4793,265
2941,4030,338
2900,4338,274
1955,3575,266
2514,3571,262
2511,5209,205
2913,5832,262
2071,4435,220
2602,3326,255
2722,5519,237
1289,4194,282
2807,3485,189
1275,3388,203
2785,5809,217
1725,3867,206
1579,5873,256
2005,3972,279
1579,3159,257
2349,5686,258
1583,5113,204
1544,3921,229
2089,4833,257
2931,4295,255
2850,3530,279
1428,5410,310
2975,4198,230
1486,4376,289
1784,3455,215
1044,4530,242
1736,4794,232
2983,4174,236
1990,5097,216
2777,4013,263
2409,3997,197
2722,5944,225
1341,5912,294
1737,3191,254
1056,4435,209
1217,3312,272
2003,4237,267
2547,5363,212
1043,5887,273
1251,4331,320
1562,4966,239
1749,3523,183
1495,3319,287
