idRegister,idUser,responseTime
1510,3768,723
1710,4136,316
1951,4651,372
1824,4889,484
2312,5007,304
1247,3055,242
2724,3767,300
2706,3298,308
2244,5371,272
2685,4274,288
2869,3146,338
1971,5646,248
1556,3459,217
1511,3125,246
1303,5092,244
2609,3204,265
1227,5624,328
2766,5836,400
2570,3845,267
1255,5425,275
2297,4204,308
1092,4019,316
1912,3059,242
1252,4245,247
1996,3695,304
2473,5410,305
2863,4488,292
2524,4684,213
1619,5493,293
1725,4695,190
2242,4074,274
1664,4983,244
1878,5842,230
2821,5455,245
1747,3503,238
2364,4210,257
2662,3554,200
2613,3208,262
2410,4866,317
1307,4832,284
1052,5791,239
2431,4799,337
1499,5388,254
2074,5206,349
1623,4901,401
2146,3669,412
2722,4373,211
1799,4682,265
2279,5412,246
2441,4834,261
