idRegister,idUser,responseTime
1355,3980,572
2124,4224,510
1082,5760,345
2678,3023,485
2058,5597,354
2375,5082,372
2374,4492,389
1497,5079,385
2536,4661,403
1346,5055,274
2143,4991,375
1512,4064,350
1336,5208,390
1555,5108,338
2672,3915,335
2118,3690,256
2334,5218,298
2465,4363,282
2405,3536,278
2595,3237,278
1057,3814,248
1983,4686,251
1219,5839,280
2056,4808,225
1901,3885,274
2848,3676,332
2573,3961,342
2744,4761,386
1820,5971,228
2206,5888,261
2401,5411,257
2156,3229,292
2343,4548,314
2093,5908,254
2255,3720,258
2695,5480,330
2892,4412,250
2289,4993,285
2654,4965,255
2640,3099,282
2296,5130,218
2889,3873,304
1542,4700,329
2433,4166,290
2653,3818,413
1647,3122,292
2794,5592,264
1718,3725,297
2238,5414,330
1581,4194,271
