idRegister,idUser,responseTime
1664,3612,463
1474,5675,300
2835,3837,329
1637,5433,433
1851,3627,536
2217,3518,319
2074,5552,298
1515,4232,292
1791,5346,296
2308,5718,227
1291,3813,266
2224,5016,345
1970,4620,393
1741,5178,280
2710,4697,220
1318,3890,280
2140,5639,349
1988,5167,219
2928,4306,320
1721,4186,293
1590,4742,284
2098,3024,286
2914,5080,443
1578,5387,335
2677,5919,249
1361,4906,311
2681,3728,288
1329,5766,272
1342,3930,237
2536,5131,353
2531,4501,294
1355,4742,240
1196,5207,321
1892,4282,220
2649,4820,285
2256,3721,359
1635,5018,332
2937,5666,585
2478,4942,343
1980,3069,320
1698,5371,223
1276,4992,234
1303,4824,298
2459,5520,307
1669,4381,261
1997,3494,294
2018,5684,294
2520,4891,308
1576,4447,395
1136,3975,273
