idRegister,idUser,responseTime
1037,3848,364
2193,3725,342
1755,5464,335
2985,4636,272
2569,4695,355
2717,5164,443
2747,5521,270
2154,5294,450
1461,3185,299
2425,4831,259
2045,4818,238
2478,5480,223
2043,5645,299
1071,5238,289
2806,4885,324
2442,5564,204
1992,5064,263
1276,5073,284
2495,4808,338
2437,3322,255
1290,3503,249
1563,5000,256
1854,3704,227
2600,4693,342
1291,3103,286
1723,5588,290
1021,4311,228
1253,3528,221
2090,3364,250
1844,5816,216
2676,4663,313
2819,5649,250
1498,5233,273
2309,3388,282
2061,5429,335
1246,5745,341
2227,4621,381
1478,3492,236
2718,3732,234
2896,5069,237
1943,3392,257
1014,3931,218
2983,3119,313
1771,5311,340
2408,4074,389
1592,5664,314
1761,5434,255
1379,5194,259
2997,5724,277
1997,5856,251
