idRegister,idUser,responseTime
2104,4281,434
1610,4042,269
2851,4796,281
2443,3933,343
1386,5127,315
1206,4426,370
1997,4215,364
2479,4604,311
2466,3446,230
2647,4807,235
1809,4874,295
2087,5303,267
2866,3702,318
1795,4440,194
1916,4666,353
2422,4961,355
1698,5821,273
2263,5079,266
2060,4994,295
1336,4622,336
2495,5810,249
1492,3581,324
1372,4330,271
1884,4727,380
1952,5815,342
2933,4586,279
2083,3601,262
2462,5998,320
1496,3891,225
2005,5062,441
1975,4352,476
2447,5356,382
1037,3806,377
2796,5129,241
2069,4835,278
1010,3932,326
1591,5909,319
1315,3216,329
2902,4566,244
1985,5449,274
2127,3766,455
1769,4125,346
1019,4973,269
2169,5797,299
1229,5521,274
2422,3263,279
1039,5622,276
1350,3265,265
1242,4153,287
2390,3211,258
