idRegister,idUser,responseTime
2022,4517,631
1553,5767,371
2244,3660,378
2702,3308,390
1819,5167,556
1945,5985,442
2242,4054,298
2306,5079,371
2685,5476,283
2740,5706,334
2004,4007,306
2429,3212,313
1121,5305,240
1520,5530,307
2104,4429,235
2241,3716,378
1790,3040,244
2661,4568,227
1545,5064,267
1292,4558,234
1351,5297,298
1003,4269,301
1800,4769,303
1297,5761,308
1913,5808,310
1786,4082,279
2498,3657,294
1635,3305,329
2039,5706,256
2850,5112,284
1389,3646,272
2860,4814,229
1844,3768,264
1975,3948,298
1746,3494,222
2057,4065,242
2245,5239,266
2492,4699,303
1364,3344,238
2321,3575,261
1064,3079,258
2633,5845,246
1781,5205,211
2380,4630,264
1663,5101,271
1108,3054,304
2645,3660,219
1345,3215,252
2069,3222,204
2834,5249,230
