idRegister,idUser,responseTime
2049,3177,1178
1230,5771,1267
1908,4553,1028
2812,4549,300
2101,5026,997
2535,4795,294
2715,4393,1235
2366,4639,267
2983,5137,313
1850,5917,1075
2425,3094,297
1802,4473,283
1776,3035,1002
2978,3045,759
1744,3063,1005
2782,4418,1013
2677,4365,245
1476,5165,298
1281,5226,245
2219,3579,1099
1864,5837,762
1681,4739,802
1216,4228,261
2223,4613,731
1421,3943,237
1148,3245,328
1156,3437,1149
2467,4451,221
2517,3810,219
1557,4268,240
2982,4046,253
2614,4990,932
2770,5114,247
2563,5242,874
2345,5165,919
1121,4143,344
1397,4693,739
1982,3467,249
2637,4629,1167
1621,4399,247
2640,4867,267
1995,5327,989
2685,4055,243
1914,4582,232
1254,5755,356
2877,5645,272
1725,5135,231
1839,5399,989
2166,5105,777
2884,4320,982
