idRegister,idUser,responseTime
2174,5383,1345
1904,5132,311
1551,5127,478
1955,5699,338
2057,4402,276
2051,5805,771
1734,3070,718
2358,5997,294
1373,3945,878
2150,5928,1108
1773,5199,400
1079,5345,220
2042,5987,991
2177,3683,1428
2237,4461,935
1669,3452,321
1506,5549,1050
2257,4645,1187
1631,3292,1042
1986,4795,241
1751,5478,255
1777,4393,995
1545,4461,327
1145,3093,198
1724,4032,254
1557,4897,1010
1918,3987,452
1820,4287,290
2553,4358,315
2644,4133,1127
2771,5077,301
1426,5271,1084
2677,4313,319
2435,3966,216
1756,4190,268
1151,3908,907
1148,4203,1072
2106,5289,297
2205,5266,260
2024,3606,286
2732,4190,760
2561,3452,1198
1778,3659,681
2022,4363,310
2250,4451,842
1941,5342,1155
1856,4644,965
1847,3131,301
2254,5997,315
2311,4276,266
