idRegister,idUser,responseTime
2179,4481,343
1581,3541,311
2226,4786,319
2771,5590,288
2836,3590,303
1543,3555,276
2105,4554,468
2577,4555,321
1447,5159,292
1556,5499,226
2259,3024,326
2450,4763,283
1869,4786,239
1002,4369,295
1415,4748,307
1858,5540,326
2103,4778,221
2408,3699,240
1835,4605,261
2213,4239,392
2875,3223,300
1432,4741,275
2360,3244,267
2048,4213,307
1670,4721,355
1545,3067,438
1264,3692,347
2014,5521,262
2615,4987,246
2543,3838,245
2490,5917,231
1709,3154,275
1981,3190,263
2767,3401,299
1771,3666,192
2319,4301,336
2359,4859,273
1936,3532,252
1747,5274,250
2312,3976,337
1528,5309,237
2893,5399,211
2723,4134,215
2251,4827,254
2090,3972,243
1572,5586,220
1927,3507,236
2917,4078,311
2827,4067,252
1079,3510,265
