idRegister,idUser,responseTime
2649,5189,445
1981,5578,367
1261,4859,300
1498,5256,303
1005,4479,314
1452,4886,303
1584,5535,244
2235,5266,360
1537,3091,311
1168,4081,334
1377,3659,301
2825,5647,308
2367,4276,227
2564,3923,321
1899,5101,292
2501,3985,258
2649,3486,320
1982,4145,219
1440,5092,178
1387,3239,259
2310,5057,192
2545,3915,252
1198,4426,276
2813,5732,246
2855,5213,247
2937,3891,361
2651,4348,242
1792,5139,195
1661,5363,256
2292,5077,241
1177,3742,245
1096,3028,272
2986,5625,216
1898,3950,240
1341,5372,304
1781,3847,187
2708,5932,260
2400,3674,278
2841,4132,236
1318,4142,253
1110,5191,270
1826,5898,236
1715,5405,232
2277,4073,262
1119,3633,237
1787,4543,281
2359,4447,353
2419,4705,241
2958,4839,292
2648,4043,266
