idRegister,idUser,responseTime
1932,5908,790
1218,5154,385
1407,4523,419
2264,5925,513
1208,4346,289
1518,4154,233
2719,4478,297
1306,5985,279
2855,4338,263
2587,4811,374
2932,3579,288
1639,5437,198
2060,3929,301
1471,4074,247
1402,4311,206
2757,4177,300
1292,5238,272
1753,5707,325
1098,4266,276
2810,4879,360
2342,4905,274
1011,3961,282
2330,5391,250
2634,3447,275
1802,5081,215
1574,3297,304
1748,4429,335
2681,5443,277
1015,4341,318
1437,3999,318
2340,5600,267
2936,3328,189
2878,4894,229
2286,5224,255
1155,3873,205
2586,4481,270
1416,3419,306
2788,3310,334
1710,3922,260
2858,3138,331
2761,3152,255
1771,3016,243
2890,4769,264
1090,3416,215
2032,5025,277
2015,4981,302
1720,3098,257
2342,5168,276
2324,3527,288
1403,3701,323
