idRegister,idUser,responseTime
1344,4932,966
2982,5607,446
1577,3576,840
1979,3157,1077
1238,4458,686
1017,5236,1169
1059,3281,1114
1546,5072,1153
1596,4837,1010
1757,3268,270
2519,5776,1026
2398,3995,398
2032,4895,271
2615,5988,302
2195,5944,995
2982,4885,352
1847,4767,920
2902,4631,272
1815,5271,1270
2004,5260,332
1924,4786,922
1611,4497,1041
2958,3768,301
1868,3994,825
2800,3645,1003
1073,5507,1483
1806,4296,1394
2672,4876,294
2722,3901,384
1299,3886,1206
2595,5733,303
1039,3420,332
2509,4264,711
2925,3695,981
2283,5172,1159
2720,4528,1216
1468,4202,968
2970,4584,1092
2800,4169,299
2441,4291,277
2097,4945,1151
2472,4552,252
2372,5515,700
2308,3972,265
1047,5247,947
1945,3329,345
2414,5300,249
1155,4507,296
1451,4001,323
1278,5628,1090
