idRegister,idUser,responseTime
2459,5147,495
1448,4111,1052
1312,3274,562
1937,5339,884
2119,3162,942
1886,5042,312
1812,3887,993
2687,3834,259
2595,5776,261
1439,4153,752
1146,5255,944
1835,3763,300
2737,5811,763
2841,5801,207
2099,3493,878
2858,4987,271
1518,5263,294
1133,3778,879
1222,4684,1037
1597,5434,348
1297,3985,283
2369,3884,267
2738,3935,1100
1063,3691,269
1529,4838,275
1825,4028,1142
2908,4685,825
1891,5839,257
2550,5347,989
1918,5688,361
1659,5997,1092
2284,5735,896
2291,3685,877
2936,5106,295
2331,5855,306
1597,5187,288
1899,3742,340
1444,4052,307
1451,4253,245
2919,5720,329
1488,4195,336
2823,5392,283
2607,4969,284
1885,3235,249
1797,4766,378
1520,3546,263
1124,4771,336
1504,5754,289
1490,3605,311
2874,4328,390
