idRegister,idUser,responseTime
1154,3603,923
2356,5901,928
2576,5305,421
2807,5133,330
1703,5327,999
1762,5495,835
2873,5327,856
1264,4200,365
2960,3453,309
2928,5907,318
2631,5026,1109
2488,4620,1376
1593,3974,260
1644,3796,258
1076,3810,1341
2039,5565,285
1099,3581,756
1381,5052,688
1441,5097,1105
1158,5814,294
1582,4741,1032
2515,5088,1195
2143,3187,401
2103,5623,318
2547,5187,473
1061,4420,1274
2290,3895,1388
1109,4959,899
1589,4380,1169
1063,4661,351
2089,4199,246
1451,4675,315
1215,3433,1508
1423,3465,901
2440,4210,1287
1035,5792,1377
1014,4853,343
2985,5117,269
1034,5007,308
2492,4897,392
2309,4167,302
2367,5423,270
1764,4260,954
1768,5251,687
2030,5347,936
2370,3072,1094
2450,5052,279
1792,5419,305
1914,5701,1108
1543,3649,224
