idRegister,idUser,responseTime
1923,5090,456
1721,4729,272
1648,5325,400
1990,4196,254
1747,4056,290
2028,4524,300
1694,5236,291
1342,4511,229
2771,5380,210
2008,5685,317
2507,5476,294
1011,5376,299
1737,3436,231
1538,3188,299
2435,3822,235
2335,5997,256
1405,4026,319
1819,4252,264
1579,5938,239
2835,4528,320
1787,4670,213
2587,3921,247
1986,3978,243
2352,5903,250
2143,4075,252
1016,3922,252
2388,4186,228
1787,4375,205
2517,5309,243
2043,4297,264
2843,5066,261
1712,5751,228
1751,3386,307
2742,5608,253
2624,3327,233
1382,5698,339
2169,4223,175
2754,3326,280
2616,3209,239
2666,5832,199
2905,5639,290
2733,3458,276
1362,4224,231
1528,3423,188
1524,4546,245
2834,3597,276
2786,3783,338
2821,3741,248
2443,5148,211
2530,3431,232
