idRegister,idUser,responseTime
2603,4899,1257
1951,4210,349
1074,4527,478
1775,5508,1161
1892,5403,228
1713,4395,1158
1304,3204,1135
2844,3027,770
1356,5602,885
1511,5686,244
1073,4734,279
2774,3242,775
2136,5749,1209
1645,5211,944
1421,3177,275
1706,4311,989
1173,5207,826
1708,4622,793
2110,3804,816
1367,4325,285
1757,4598,285
1770,4112,290
1695,5066,1065
1438,3364,968
2796,3603,288
2535,3197,943
2043,3905,335
2152,5060,241
2170,5646,716
2823,5771,368
2214,3050,807
2030,5058,269
2265,4910,845
1224,3559,258
2258,3478,715
2176,5499,285
2726,4348,1124
2541,5635,1143
2249,5389,1033
1435,3235,777
2084,4214,841
1831,3047,891
1510,4076,460
2393,5995,696
1147,5017,199
2332,3662,252
2098,3106,277
1940,5258,286
1509,4417,790
2011,5888,716
