idRegister,idUser,responseTime
2587,3891,409
1347,3454,457
1082,3822,420
2926,3234,329
1849,3770,262
2347,3412,415
1959,3196,405
2603,3866,409
2214,3222,412
1527,3109,261
1896,3356,510
1103,3125,532
2223,3754,461
1702,3665,418
2574,3858,409
1990,3708,415
2876,3877,407
2795,3761,408
1607,3647,505
2855,3559,409
1063,3665,394
1260,3509,460
1939,3444,410
1803,3334,338
1740,3371,410
2481,3919,577
1571,3860,407
2582,3362,409
1629,3525,408
1779,3412,398
2458,3226,262
2111,3066,404
1400,3021,304
2398,3793,314
1039,3800,285
1686,3705,419
2346,3914,261
2930,3826,343
1681,3257,435
2920,3719,415
2515,3841,410
2355,3351,348
2259,3249,305
2986,3149,333
2656,3980,411
1333,3534,413
2543,3431,310
1772,3483,411
1602,3897,343
1990,3940,507
