idRegister,idUser,responseTime
2486,3636,351
1094,3418,342
2131,3054,352
1031,3916,338
2044,3015,345
1669,3919,340
1811,3406,335
2191,3143,343
2345,3521,337
1115,3696,340
2395,3391,341
1899,3708,334
1834,3177,347
2214,3363,348
2733,3383,402
1585,3650,356
1395,3388,520
1195,3833,334
2990,3288,336
2930,3435,356
2144,3243,348
2815,3994,1014
1335,3017,347
2589,3377,349
1912,3459,339
2220,3307,340
1357,3682,341
2407,3968,343
2466,3032,356
1797,3355,342
2854,3031,346
1484,3367,353
1014,3932,367
2958,3173,332
1714,3789,343
1564,3565,334
1659,3423,350
1100,3236,338
2544,3515,348
1848,3668,706
2078,3977,426
1717,3181,343
2963,3586,341
2770,3615,344
2436,3669,342
1407,3636,371
2454,3858,342
1478,3158,339
2826,3884,339
2192,3645,341
