idRegister,idUser,responseTime
1615,3310,337
1402,3155,341
1418,3148,341
1952,3763,352
1771,3459,341
1829,3393,335
1989,3887,331
1788,3282,335
2457,3570,336
2209,3949,337
1614,3138,392
2842,3409,361
2966,3810,344
1656,3270,355
1215,3999,343
2356,3150,333
2378,3532,344
1529,3935,338
2145,3403,347
2250,3144,342
1951,3853,345
1456,3943,333
2986,3871,1094
2246,3310,339
1433,3772,333
2612,3924,429
2805,3930,419
1077,3897,339
1929,3847,338
1870,3975,336
1933,3468,338
1748,3203,337
2695,3191,331
2158,3899,336
1240,3577,331
1444,3739,901
2718,3908,332
2020,3181,334
2201,3753,334
2373,3487,344
2754,3680,336
2137,3379,331
2158,3497,333
2351,3872,337
1806,3910,341
1723,3236,339
1470,3123,352
2842,3515,353
1576,3191,352
1879,3135,344
