idRegister,idUser,responseTime
1846,3089,390
1381,3479,417
1952,3156,404
2649,3080,369
2770,3015,264
1099,3040,310
1884,3681,413
2562,3057,413
1871,3542,410
1375,3877,412
2939,3797,411
1285,3425,406
1410,3441,411
1765,3903,410
1997,3540,413
2450,3311,410
2738,3727,410
2819,3588,411
2722,3027,512
2496,3380,407
1958,3639,411
2778,3684,412
2542,3744,427
1118,3968,421
1167,3178,413
1734,3621,411
1664,3345,409
2855,3620,304
2124,3875,413
2368,3649,410
1721,3423,402
2298,3422,410
1892,3535,408
2397,3932,461
2589,3172,464
2286,3650,406
2956,3772,411
2861,3342,409
1600,3945,409
1086,3521,407
2138,3627,461
1151,3395,304
1377,3154,418
2293,3939,334
1760,3741,422
2974,3520,410
2934,3395,436
1695,3840,413
1694,3349,413
2844,3930,513
