idRegister,idUser,responseTime
2112,3194,403
2891,3678,407
1238,3512,427
1607,3093,391
1396,3295,410
1880,3439,409
2315,3346,413
1210,3683,398
1900,3021,557
2574,3344,411
1913,3574,475
1584,3873,411
2640,3448,414
1454,3146,263
1287,3098,408
1042,3409,515
1538,3816,320
2550,3940,409
2936,3240,363
1018,3595,403
2297,3677,418
2654,3797,403
2350,3450,412
1068,3499,349
1939,3802,518
1433,3980,365
2940,3151,411
2000,3003,412
2234,3963,410
1987,3936,413
1481,3619,418
2714,3194,412
2778,3547,410
1798,3258,284
2367,3433,497
2690,3762,408
1671,3377,393
2937,3619,268
1960,3943,410
1198,3461,271
1894,3201,409
2652,3572,409
2417,3326,416
1837,3095,413
2376,3649,409
1817,3649,473
2301,3627,409
1499,3368,380
1877,3806,394
2386,3918,410
