idRegister,idUser,responseTime
2311,3674,411
2026,3307,414
2946,3171,414
1291,3941,514
2425,3823,401
2021,3804,418
2809,3374,422
2245,3799,413
1411,3294,421
1372,3448,410
1666,3532,413
2603,3664,429
2743,3331,310
2169,3966,410
1833,3966,406
1566,3932,411
1110,3188,459
1490,3900,341
2952,3458,510
1925,3445,411
2203,3758,408
2515,3882,431
2540,3619,407
2389,3346,415
2242,3870,416
1007,3721,496
1365,3355,352
2652,3478,411
1407,3795,398
2031,3884,410
2341,3862,410
1523,3338,263
1922,3601,416
2830,3118,411
1895,3775,335
1217,3884,404
1147,3680,409
1997,3919,409
1633,3950,414
2666,3680,457
1799,3690,366
1367,3822,409
2440,3798,450
1946,3775,386
2451,3972,465
1277,3156,412
2390,3639,412
2175,3565,406
2382,3774,412
1871,3374,414
