idRegister,idUser,responseTime
1539,3959,346
2562,3849,346
2951,3864,606
2362,3204,340
2043,3653,348
1278,3755,348
2205,3498,333
2016,3179,345
1501,3191,338
2958,3399,337
1473,3178,333
1297,3168,335
2097,3099,376
1897,3797,1077
2489,3936,333
1084,3619,335
2069,3613,378
2597,3008,360
1324,3231,345
2433,3344,332
2721,3498,338
2810,3946,331
1757,3506,336
1929,3451,1106
1215,3548,351
2408,3130,335
1747,3780,336
1747,3085,1066
2697,3383,348
1589,3895,357
2629,3864,355
1016,3507,338
1010,3945,515
2559,3087,663
2369,3192,333
1998,3137,350
2909,3901,344
1610,3858,341
2537,3961,339
2911,3268,334
2342,3424,342
2753,3156,333
2524,3595,338
1281,3395,337
2649,3682,342
2774,3920,350
2904,3420,344
1786,3946,338
1366,3340,340
1203,3322,342
