idRegister,idUser,responseTime
2658,3129,344
2362,3761,340
1958,3968,343
1493,3315,340
2564,3828,347
2175,3352,336
1477,3206,349
1580,3669,331
2647,3219,348
2962,3737,338
2944,3887,333
1187,3884,396
2648,3082,347
2565,3436,381
1289,3207,335
1855,3059,334
2322,3849,335
1266,3419,335
1529,3759,340
2408,3897,341
2646,3409,340
2982,3883,339
1344,3182,336
2410,3922,339
1945,3311,341
1364,3574,336
1650,3205,370
2803,3902,336
2492,3307,331
2069,3488,346
2528,3043,347
1321,3339,338
1096,3119,334
2860,3592,1091
1032,3430,339
1958,3411,339
2289,3535,351
1204,3035,355
1228,3894,346
2615,3535,362
2385,3838,338
1683,3004,349
2576,3532,338
1280,3477,338
1475,3946,351
1351,3834,333
2024,3100,341
1851,3618,335
1242,3717,334
2323,3607,336
