idRegister,idUser,responseTime
1017,3736,440
1076,3993,363
2092,3402,376
2628,3576,334
2589,3789,335
1811,3681,334
2750,3508,336
2895,3201,378
2632,3155,350
2755,3915,380
1411,3298,349
1606,3298,335
1538,3485,331
1788,3695,335
1529,3293,338
2555,3014,341
1032,3560,373
2779,3375,420
1731,3995,334
2180,3267,336
2283,3434,336
2577,3874,336
2362,3626,362
2424,3076,337
2713,3162,334
1878,3336,351
1511,3227,332
1411,3548,342
2977,3222,339
1856,3907,340
2378,3506,336
2383,3403,371
1664,3444,331
1667,3744,340
1284,3559,335
2892,3502,334
2396,3099,342
1827,3518,343
2326,3569,365
2705,3316,381
1164,3277,333
1039,3878,324
2726,3176,344
2187,3197,336
2749,3531,339
2290,3439,336
1920,3595,375
1432,3077,374
1060,3284,343
2148,3242,364
