idRegister,idUser,responseTime
1644,3821,415
2534,3656,336
1434,3207,347
1909,3256,339
1798,3193,340
2868,3001,493
2426,3589,337
1589,3331,342
2521,3074,339
2066,3835,336
2486,3665,352
2600,3817,510
1706,3833,481
2464,3288,333
1264,3252,372
2815,3019,364
2887,3823,367
1174,3923,343
2582,3931,369
1324,3692,349
1896,3646,346
1821,3106,357
1565,3409,340
1235,3579,349
2878,3896,334
2880,3928,334
1492,3842,507
2183,3948,356
2893,3190,425
2056,3407,337
1659,3946,336
2167,3044,365
1207,3013,384
1067,3536,368
1488,3092,344
1766,3360,344
2916,3444,342
2870,3824,364
2438,3711,402
1155,3264,345
2308,3049,342
1010,3566,355
2133,3917,348
1544,3332,1142
2386,3341,337
2719,3989,343
2326,3707,341
2734,3068,340
1860,3906,353
2154,3376,336
