idRegister,idUser,responseTime
1823,3363,352
1512,3007,338
2919,3580,353
1733,3413,433
1871,3827,337
2483,3720,342
2305,3521,346
1738,3988,378
2056,3863,371
2384,3935,337
1872,3424,341
1697,3724,378
1024,3835,333
2574,3265,335
1516,3846,339
2993,3824,343
1211,3799,377
2391,3230,340
1358,3301,348
1127,3549,337
2960,3772,391
1758,3799,333
2987,3379,347
2459,3534,369
2830,3264,367
1251,3007,351
1839,3349,427
2713,3784,357
2136,3744,413
1857,3631,334
1208,3505,380
1470,3005,337
2829,3291,335
2067,3149,345
1390,3890,336
1802,3055,338
2545,3965,339
2842,3599,346
1587,3650,355
2672,3232,360
1737,3579,348
1561,3705,370
2911,3328,344
2916,3006,336
1320,3542,334
2732,3960,332
1601,3797,338
2252,3473,331
1859,3785,335
1650,3281,335
