idRegister,idUser,responseTime
1936,3582,410
2824,3510,339
1334,3766,410
2673,3982,430
2663,3590,408
1967,3306,396
2931,3327,406
1015,3186,433
2698,3726,437
2170,3009,364
1861,3901,409
1590,3855,308
1279,3652,409
1831,3122,417
1615,3725,415
2661,3567,405
1497,3213,419
1993,3150,595
1027,3032,401
2984,3223,411
1129,3863,311
2978,3062,442
2702,3928,402
1698,3104,406
1843,3388,522
1655,3308,406
2425,3246,379
2837,3861,306
1344,3021,410
1707,3901,465
1593,3004,409
2618,3329,431
1611,3039,409
2374,3800,460
2265,3133,410
1775,3346,403
2262,3468,316
2355,3297,406
2396,3771,389
2077,3625,411
2693,3920,409
2290,3459,401
1612,3748,399
1067,3357,416
2906,3949,513
2709,3032,416
2509,3597,419
1087,3391,417
1302,3565,420
2501,3333,409
