idRegister,idUser,responseTime
2528,3434,418
1293,3100,332
2006,3982,389
1394,3829,349
1822,3869,369
2994,3063,341
2052,3739,351
1368,3028,345
1952,3824,399
2062,3621,337
1639,3311,340
2426,3760,338
1048,3719,341
2913,3191,336
1419,3366,349
2296,3688,347
2716,3423,354
2777,3925,335
2644,3409,450
1819,3395,338
1414,3743,343
2032,3118,341
1028,3773,335
2523,3031,335
1593,3577,335
2318,3538,342
2272,3013,348
1127,3532,335
1704,3307,332
1605,3726,336
1515,3468,332
1671,3289,337
1965,3542,364
1317,3053,338
2647,3986,339
2144,3044,554
1729,3192,332
1933,3411,373
1691,3360,352
1360,3616,400
1821,3079,331
1332,3871,338
2910,3305,337
1048,3093,331
1994,3967,335
1782,3894,340
2728,3154,348
2059,3984,336
1083,3216,397
2296,3715,340
