idRegister,idUser,responseTime
2481,3754,347
2039,3506,340
2197,3526,339
1491,3298,334
2336,3295,335
1791,3191,365
2753,3466,348
2326,3333,347
1587,3486,335
2157,3448,332
1591,3773,543
2437,3803,337
1720,3233,338
1350,3649,344
2409,3968,559
2332,3709,483
2927,3712,352
1072,3281,334
2408,3194,338
1665,3561,387
2784,3120,333
2230,3739,344
2207,3991,400
2946,3204,343
1893,3892,1068
2447,3524,352
1133,3108,332
2113,3790,423
1772,3716,346
2136,3189,332
1026,3627,345
1410,3731,336
2798,3960,336
2492,3883,338
2041,3283,339
2222,3975,337
2008,3399,335
2345,3777,898
1169,3839,536
2417,3521,1146
2381,3058,574
2744,3722,514
2642,3043,374
1826,3470,344
1567,3284,352
1761,3046,361
2662,3082,346
1953,3422,345
2398,3762,363
1530,3875,341
