idRegister,idUser,responseTime
2719,3950,342
1412,3549,335
1323,3243,336
2954,3274,347
2497,3092,336
1432,3941,338
1672,3273,336
1203,3922,379
1560,3924,343
1192,3597,346
2034,3073,386
1391,3836,343
1920,3382,348
1194,3702,404
1394,3649,358
1534,3534,345
1080,3303,335
2950,3016,429
1810,3074,356
2754,3481,346
1081,3286,345
2951,3053,334
2610,3984,354
1462,3372,342
2315,3780,346
2998,3870,346
1455,3133,336
1138,3804,336
2474,3105,335
2947,3686,351
1036,3036,339
2266,3957,342
2177,3838,328
2420,3522,341
2536,3516,344
1991,3805,334
2354,3872,354
2883,3332,342
1223,3754,425
2679,3693,335
2786,3565,413
2114,3892,331
2003,3938,345
2606,3885,337
2213,3578,346
2346,3170,335
2677,3057,337
2329,3538,347
1833,3882,343
1780,3238,371
