idRegister,idUser,responseTime
1856,3162,346
2516,3006,336
1166,3075,344
2351,3780,340
1895,3479,345
2151,3895,333
2466,3496,353
2142,3306,338
2436,3881,341
2640,3798,353
1063,3832,350
1762,3443,334
1961,3238,343
1713,3268,335
2060,3973,340
2605,3216,335
2776,3736,354
1080,3338,341
1152,3893,342
2878,3830,352
1711,3171,353
1802,3108,373
1555,3053,333
2205,3789,332
2637,3931,339
2576,3110,366
1076,3142,346
1336,3886,1098
2899,3381,383
2076,3412,392
2238,3168,337
1119,3487,400
2850,3358,576
2083,3339,333
1370,3609,337
1226,3961,427
2044,3067,367
2504,3654,345
1388,3779,341
2511,3822,341
2660,3183,333
1161,3691,1093
2452,3395,354
1008,3716,483
1520,3269,364
1688,3881,371
2504,3064,340
1603,3796,337
2222,3929,348
1538,3342,342
