idRegister,idUser,responseTime
2457,3329,408
1337,3150,410
2693,3350,407
2347,3744,535
1415,3622,410
2146,3757,416
2060,3382,401
2685,3018,457
1023,3928,407
2069,3689,404
2040,3387,411
1069,3810,443
1022,3697,259
2253,3796,411
2022,3305,339
2608,3254,347
1772,3351,412
1290,3883,410
1760,3058,259
1395,3861,414
2442,3030,515
2510,3316,413
1008,3641,410
2498,3110,304
2464,3671,421
1656,3275,408
1935,3870,405
1261,3665,409
2339,3202,422
1255,3423,391
1741,3699,309
2643,3753,415
1807,3748,483
2582,3123,412
2771,3410,407
2757,3629,420
1057,3368,413
2976,3588,409
1382,3322,412
2348,3588,354
1285,3232,446
2349,3630,407
2695,3200,410
2686,3890,408
2007,3148,408
1838,3334,442
2309,3489,408
2473,3206,412
2867,3927,415
2545,3339,417
