idRegister,idUser,responseTime
2151,3595,405
2793,3347,510
1687,3875,409
1114,3092,261
2874,3620,406
1988,3665,409
2861,3630,463
1842,3338,418
1031,3563,264
2044,3945,408
1415,3939,415
2597,3873,467
2009,3254,410
1908,3586,407
2002,3263,510
2380,3070,418
1307,3366,419
1561,3362,406
1826,3102,415
1084,3432,403
2465,3192,426
2843,3830,458
2473,3592,379
1094,3990,413
2906,3941,421
2976,3899,500
1874,3592,1226
1728,3026,414
1037,3104,302
1238,3060,262
1307,3515,345
2354,3412,340
2107,3403,463
1284,3437,409
2993,3237,410
2800,3244,411
2710,3183,413
1785,3342,432
2519,3189,414
2194,3022,453
1064,3103,439
1572,3224,414
1837,3665,415
1103,3540,412
1849,3789,368
2554,3410,302
1706,3721,407
2805,3994,408
2332,3674,412
1752,3446,422
