idRegister,idUser,responseTime
2379,5294,958
1106,5221,950
1659,5186,344
1869,4520,376
1332,5041,698
1203,5017,367
1895,4545,385
1976,4942,333
2893,5633,1001
1421,5476,1078
2926,3689,371
1513,5562,342
2009,5371,377
2620,5283,375
2856,4131,449
2220,4888,890
1959,4166,378
2003,3036,320
1607,3528,1056
1953,5864,316
1081,5574,988
1973,3260,375
1681,3870,407
2176,4718,346
2155,4864,383
2355,4160,915
2764,5792,726
2200,5221,998
2989,4648,408
2024,3225,1129
1335,5125,850
2011,3898,936
2513,5684,332
1610,3277,430
1129,3529,799
1457,4581,1106
1624,5548,469
1838,5062,322
1031,5337,1018
2722,3097,1007
1947,5130,375
2685,3966,1132
1536,3067,826
1796,3968,347
1328,4900,359
2562,4373,798
1824,3815,1112
1321,3429,376
1271,4488,784
2351,5688,737
