idRegister,idUser,responseTime
2515,4804,980
1317,3987,1119
1406,3400,879
1518,5770,1087
1482,3798,319
1502,5167,814
2247,3586,923
1745,3604,986
2442,5514,1013
2189,5710,365
2275,3099,741
1289,5652,426
2035,5524,726
1909,4633,726
2489,4189,876
1836,5098,1075
2568,4134,360
2123,5396,320
1330,3493,847
2868,5219,1052
2388,3775,898
1671,4973,888
2320,4295,1117
1663,4638,393
2205,5597,805
2548,3731,1010
1178,3694,336
1382,4322,815
1944,5071,926
2066,4189,859
1017,3166,1125
1055,4607,1098
1931,4429,897
1465,4491,1062
2159,5922,1223
2321,5347,1002
1504,4613,707
1761,3164,684
2959,3712,1002
2694,5279,959
2821,5990,1026
2202,4655,763
1427,3335,781
2709,4634,1000
2423,5925,795
1371,3860,409
1774,5780,1213
2240,3692,941
1763,5460,938
1950,5680,391
