idRegister,idUser,responseTime
2565,5082,413
2692,3490,958
1756,5066,886
1531,3527,384
1967,5364,1072
2123,3011,723
1865,5318,320
1236,4799,357
1974,3074,964
2734,3992,314
2003,5591,904
1215,5199,893
2335,3120,343
1775,4306,1011
2717,4198,1197
1184,5512,417
1199,5441,920
1447,5386,1138
1052,5767,408
1123,5024,1064
2639,5904,379
2155,3789,1136
2058,4896,942
1800,4382,1045
2611,5627,1004
2640,3464,341
1965,3533,900
2673,3994,886
2595,3948,414
2126,3299,388
2988,5895,1064
1618,5568,323
2898,5587,1001
2899,4887,1183
2580,5083,1090
2555,4775,768
2530,4729,1084
2840,4645,962
2941,4863,403
2168,3777,986
1362,4838,1109
1052,4213,367
1747,4987,1161
2692,4632,344
1878,3621,866
1964,4762,909
2703,3342,1072
1011,3038,1050
1169,4340,365
1175,4026,975
