idRegister,idUser,responseTime
2189,3355,1115
1360,5214,1097
1510,5557,740
2310,5204,1175
2033,5247,1061
2808,5700,836
2741,4975,883
1637,4932,990
2879,5655,1190
2930,3944,867
1046,3363,1240
2600,5201,914
2688,3909,1253
1009,5804,884
2129,5808,958
1842,4058,1020
2222,4784,1093
2329,3769,912
2736,5229,872
2589,3698,706
2441,4189,1108
1207,4378,1060
2004,3952,1118
2290,3145,1189
1663,3884,1044
2629,5498,1093
1478,3989,971
2022,4264,870
1618,4243,1210
1386,4733,983
1628,4804,894
2534,5357,945
1521,4372,994
2413,4621,824
1618,3343,407
2404,3596,907
1946,4954,1026
2396,3932,1017
2326,3474,768
1441,5133,1038
1341,5128,923
2578,4946,1064
1093,5836,943
1178,3437,903
2553,5399,1007
2780,3739,933
2415,3401,1005
2805,3203,1187
1512,5630,973
2016,5668,757
