idRegister,idUser,responseTime
1538,5062,353
1661,5522,900
1547,3666,330
2167,3483,1000
2266,5801,863
2638,4447,807
1839,3321,1042
2673,5572,369
2293,4828,1044
2409,5563,863
1543,5744,1069
2665,4678,733
1214,4358,745
2256,3891,1017
2261,3876,364
1571,4935,1019
2803,3597,329
1114,5288,336
1328,5225,387
2731,4655,768
2549,4950,893
2740,3209,394
1330,5530,410
2605,4755,1059
2307,3608,369
1255,5640,745
1959,4735,1014
2596,4477,934
2467,3469,1049
1352,4596,889
2533,3660,970
2964,4500,797
2907,3996,972
1034,4316,1069
2834,3709,391
1127,3460,1001
1681,4569,368
2326,5678,382
1903,5179,954
1756,4238,374
2510,3115,317
2684,3748,754
2566,3085,422
2491,4557,339
2087,5695,380
1189,4148,1127
1695,5899,1107
2178,3588,330
2316,3600,812
2769,4177,923
