idRegister,idUser,responseTime
2631,3129,977
1593,3929,886
1853,5718,1070
2199,4299,907
2188,3947,945
1312,5879,887
2392,5205,679
1382,5035,309
1430,4932,392
2411,3254,851
2520,5799,1007
1895,3196,341
2773,4075,321
2465,3936,402
2249,5709,1003
2113,5182,1175
2988,3327,442
1625,4524,1056
2017,4487,385
1806,4225,371
2774,3844,896
2158,5632,388
1726,4001,348
2720,5640,811
1396,3715,355
1128,4338,853
1650,5402,401
1658,3068,1099
1954,3166,729
1806,3432,314
2355,5425,344
2111,5451,389
2470,3418,365
2740,4535,388
1276,4348,358
1573,4152,1170
2010,5511,322
2556,5318,988
2748,5304,831
2603,4639,857
1548,4687,650
1317,5010,371
2013,5373,371
1872,3045,973
1059,4882,470
1364,4688,876
2848,5509,295
2744,3487,885
1475,3120,971
2440,5068,355
