idRegister,idUser,responseTime
1960,5805,1023
1005,4522,1162
2461,3569,365
2260,3574,977
1895,4898,419
2546,5969,362
1736,5314,354
2913,3035,356
1112,4601,658
2952,4009,1048
2517,4515,880
1794,3175,408
1573,4410,415
1367,5913,838
2183,5433,921
2025,4803,844
1211,3383,997
2319,4011,745
1385,4482,973
2004,5066,346
2740,5622,346
1104,4172,919
1084,4192,856
2825,4285,357
2097,5735,798
1740,5751,752
1219,3897,858
2364,3995,795
1895,3196,348
2773,4075,291
2465,3936,396
2249,5709,360
2113,5182,361
2988,3327,342
1625,4524,379
2017,4487,331
1806,4225,337
2774,3844,408
2158,5632,296
1726,4001,350
2720,5640,309
1396,3715,407
1128,4338,355
1650,5402,303
1658,3068,344
1954,3166,340
1806,3432,335
2355,5425,398
2111,5451,348
2470,3418,368
