idRegister,idUser,responseTime
2746,5761,1052
2860,3619,1017
1811,4745,352
2376,5520,398
2516,3394,796
2845,3430,350
1407,5353,1079
1711,3402,345
1829,3620,917
2122,5134,925
1682,5511,407
1647,3248,805
1412,3730,880
2151,3945,402
2616,3695,426
2590,3067,1120
1559,5945,821
2507,3360,874
2226,3505,999
2104,3947,383
2335,4132,886
2185,4291,414
1806,4815,666
2261,5461,784
2284,4052,901
2402,4373,816
1125,4013,1165
1354,4422,1112
1812,4319,883
1022,5583,843
1956,5301,746
1668,5666,928
2754,5527,849
2087,5565,1086
2541,4206,908
2084,5141,855
1072,3513,1058
2122,5536,314
2622,5573,810
1488,4585,1027
1968,4603,883
2468,4943,950
2641,5705,315
2196,5809,935
1696,4819,341
1165,3142,1180
2870,5068,799
2462,4855,817
1855,3607,329
2636,3421,855
