idRegister,idUser,responseTime
1309,4443,986
2704,5376,1044
2789,5359,1104
2640,3204,379
2652,3701,940
1135,3861,796
2447,3408,373
1152,5462,754
1453,5162,383
2309,4267,1077
2087,4770,404
2227,4209,952
1300,3844,1000
1006,3181,929
2630,5297,413
1229,4290,886
1133,3572,725
1656,4404,865
2202,3659,317
2965,5370,743
2488,3988,816
1885,4131,992
1934,3501,358
2943,5870,331
1770,3577,908
2536,4835,1084
2960,4558,783
2212,3369,376
1492,3072,978
2879,3921,363
1970,5927,343
2422,5592,381
2321,5218,341
1555,4179,718
2242,3411,410
2639,4941,340
2578,3038,335
2157,5215,717
2290,4947,407
2040,4587,927
1387,3754,781
1684,3299,767
2482,4798,1019
1289,3266,435
1955,3095,839
1155,3773,889
2314,3125,381
1666,5333,995
1996,4798,1102
1265,3999,750
