idRegister,idUser,responseTime
2307,5939,1571
2116,5322,1192
1575,3236,1194
1310,4562,1080
1278,4173,1212
2427,4327,1063
1297,5278,997
1057,5519,1177
1517,4358,983
1877,4199,1304
1145,5438,1350
2582,5451,1061
1957,3799,1280
1531,4369,1224
1194,4589,917
2118,5597,428
2627,5905,953
1962,3325,1254
2105,4703,1202
1259,3725,954
1276,4554,951
1442,5607,1085
2984,4768,1132
1243,5942,898
1687,4380,839
2566,3957,973
1586,3786,1001
2459,4121,878
1371,3642,877
2047,5652,820
2151,3487,470
1026,3073,1115
1734,5560,991
1277,4576,873
1725,3847,1056
1490,4665,1153
2970,5014,921
1061,5392,998
2191,4748,889
2583,5479,881
2565,3410,869
2009,3869,1241
1203,4055,1079
2386,4813,885
1448,4044,471
1483,5721,1016
2083,5141,974
2657,5541,1114
2294,3322,1175
2415,5844,464
