idRegister,idUser,responseTime
1411,5685,1099
1432,4858,966
1286,5394,1000
1896,5206,1056
1343,5057,932
1620,3033,1007
1066,3235,775
2151,4296,808
1936,4723,883
2371,3125,1030
1448,3908,1057
1796,4730,681
2877,3425,843
2887,3947,1008
1529,3470,889
1280,3825,955
2465,3321,1020
1213,4795,722
2618,5747,875
1895,4903,909
1546,3726,426
1396,3284,970
2193,5334,802
2296,4736,922
2567,5324,909
2723,4384,906
1623,5056,865
1934,5555,863
2057,3126,860
1444,3346,877
2992,3027,986
2304,5895,1027
1860,3224,1048
1443,3630,793
1858,5191,998
2992,4528,383
1036,4121,829
2171,5183,784
2991,5211,801
2796,4959,876
2616,5317,1090
1003,5006,946
1158,4413,768
1651,4176,940
1101,4884,882
2181,5704,858
2147,3045,819
2357,5343,1011
1869,4631,930
1675,3425,375
